ITEM_CODE,ITEM_NAME,PHYSICAL_QTY,PRICE,"DIFF QTY","DIFF VALUE",DEPT,GROUPS,SUBGROUPS
86130,"HARPIC ORIGINAL POWER PLUS 450ML 12",,30.99,-3,-92.97,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
86330,"CUP W COVER 450ML PLASTIC YWU",,14.9,-8,-119.2,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES","CUPS AND TUMBLERS"
86443,"WATER BOTTLE 600ML PLASTIC INSULATEDKIDSBTSJUNIOR",,39.9,-8,-319.2,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",BOTTLE
91422,"DOLAIT NATURAL YOGURT VANILLA 200G  1",,15.49,-5,-77.45,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
91432,"BECKY QUEEN PEANUT CRAUNCH 230G  12",,30.99,-13,-402.87,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
89270,"TRAY 38X24CM BLACK PLASTIC JB08 YWU",,16.9,-23,-388.7,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING TRAYS"
91532,"DETTOL SOAP EVEN TONE  160G  48",,21.99,-40,-879.6,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
91548,"DETTOL SOAP SKINCARE  110G  72",,14.49,-1,-14.49,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
86916,"BRAGG APPLES CIDER VINEGAR 473ML  12",,144.99,-5,-724.95,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
87138,"CHEF KNIFE 8INCHES MASTERCHEF YWU",,29.9,-13,-388.7,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","SINGLE KNIFE"
87650,"PILLOW MOULD MEMORY FOAM 900G JACQUARD MH002-1",,199,-3,-597,"HOME DECOR & TEXTILES",PILLOWS,PILLOWS
84922,"PLASTIC COFFEE CUP LID 8OZ  50PCS",,9.9,-5,-49.5,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
77579,"DR MIGHTY WC POWER BALLS LAVENDER 5 IN 1  24",,24.99,-28,-699.72,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
68990,"DESSERT KNIFE 4PCS SET SS 1620",,19.9,-28,-557.2,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
69143,"VISTA TEACHERS NOTE BOOKS N/P",,22.99,-1,-22.99,STATIONERY,"SCHOOL AND CHILDREN STATIONERY","NOTE BOOKS"
69154,"AWAKE MINERAL WATER 500ML  16",,1.99,-4,-7.96,SUPERMARKET,BEVERAGES,"MINERAL WATER"
69543,"PARIDOX NATURAL SKIN TONER GEL 450ML  20",,45.99,-26,-1195.74,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
69587,"MR KANNY CORNFLAKES IN BOX 500G 16",,59.99,-32,-1919.68,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
69993,"DOLAIT YOGHURT STRAWBERRY 500G 1",,35.99,-5,-179.95,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
65526,"TAMPICO CITRUS PUNCH 1L 6",,15.49,-7,-108.43,SUPERMARKET,BEVERAGES,JUICE
65584,"TISSUE HOLDER MIX DESIGN YWU",,4.9,-30,-147,"HOUSEWARE & KITCHENWARE","HOME HYGIENE",HOLDERS
70249,"INDOMIE HUNGRY MAN CHICKEN FLAVOR 180G  26",,11.29,-27,-304.83,SUPERMARKET,"FOOD CUPBOARD","NOODLES AND SOUP"
70477,"BINATONE STANDING FAN 20"" TS2020/TS2020MK2",,1489,-1,-1489,"ELECTRICAL APPLIANCES",FAN,"STANDING FAN"
70647,"8"" MATTRESS 42""*75"" HD LAT",,1349,-1,-1349,FURNITURE,MATTRESS,"One Half Size"
79603,"SHINE ALUMINIUM FOIL 200SQ.FT (6.3MX30CM)  12",,85.99,-18,-1547.82,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
75249,"TUMBLER ZOMBIE 330ML DXB L4700N7793",,6.9,-36,-248.4,"HOUSEWARE & KITCHENWARE",GLASSWARE,"GLASS / TUMBLER /WINE / CHAMPAGNE"
71232,"COOL BREEZE MEMBRANE AIR FRESHNER CRANBERRY 8ML 12",,22.99,-16,-367.84,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
71234,"COOL BREEZE MEMBRANE AIR FRESHENER LAVENDER 8ML 12",,22.49,-5,-112.45,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
71448,"SERVING TRAY MELAMINE 16 INCHES ZHN B27016",,39.9,-17,-678.3,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL TRAY"
71449,"DINNER PLATE MELAMINE 8 INCHES ZHN B27018",,44.9,-2,-89.8,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL PLATE"
67502,"SHINE TOILET ROLL ULTRA SOFT 2PLY (10 ROLLS)  7",,47.99,-7,-335.93,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
67505,"SHINE TOILET ROLL ULTRA SOFT 2PLY (12 PACK)  1",,54.99,-10,-549.9,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
80841,"RINGS FOR CURTAIN ROD METAL Q00128",,1.9,-26,-49.4,"HOME DECOR & TEXTILES","CURTAIN ACESSORIES","ASSORTED ACCESSORIES"
71822,"COOL BREEZE HANGING AIRFRESH. FROST FRUIT 11ML 24",,19.49,-15,-292.35,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
76084,"TOP CHOCO CHOCOLATE SPREAD 500G  12",,44.99,-17,-764.83,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
67737,"MALTA GUINNESS PET 330ML  12",,11.49,-16,-183.84,SUPERMARKET,BEVERAGES,DRINKS
67741,"ALVARO PEAR PET 330ML  12",,10.49,-11,-115.39,SUPERMARKET,BEVERAGES,JUICE
67793,"IRISH SPRING ALOE SOAP 106.3G (18X3PACK)  18",,53.99,-18,-971.82,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
72132,"RICHOCO SMOOTHER 800G  12",,82.99,-7,-580.93,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
X471,"NESTLE CERELAC 3FRUITS TIN 400G 12",,53.99,-14,-755.86,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
X539,"VEGA CONDENSED MILK 1KG  24",,39.99,-15,-599.85,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
X554,"SAVANNA DRY CIDER  330ML 24",,24.99,-26,-649.74,SUPERMARKET,"BEVERAGES ALCOHOLIC",CIDER
X584,"CAN COKE  REGULAR 330ML 24",,8.79,-10,-87.9,SUPERMARKET,BEVERAGES,DRINKS
H233,"6"" MATTRESS 36X75INCH HD S/S LAT",,1049,-1,-1049,FURNITURE,MATTRESS,"Single Size"
X724,"MCVITIES SHORTBREAD 200G 24",,47.99,-17,-815.83,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
X775,"CHELSEA TEA RED 200G 10",,41.49,-2,-82.98,SUPERMARKET,BEVERAGES,TEA
X777,"NESTLE CERELAC MAIZE TIN 400G 12",,49.99,-2,-99.98,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
D536,"BIC SENSITIVE 3BLADE STICK BROWN S.OF 4  20",,64.99,-20,-1299.8,SUPERMARKET,"HOME AND PERSONAL CARE","MENS GROOMING"
X824,"ORAL B PRO EXPERT EXTRA CLEAN 96",,64.99,-7,-454.93,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
D641,"PURE HEAVEN PINEAPPLE+COCONUT JUICE 1L 8",,35.99,-6,-215.94,SUPERMARKET,BEVERAGES,JUICE
N011,"LACTASOY CHOCOLATE SOYA MILK 125ML 60",,7.49,-60,-449.4,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
N037,"BULLET ENERGY DRINK ORIGINAL 250ML  24",,11.99,-6,-71.94,SUPERMARKET,BEVERAGES,DRINKS
N040,"PURE HEAVEN TROPICAL JUICE TETRAPAK 1L  8",,35.99,-6,-215.94,SUPERMARKET,BEVERAGES,JUICE
N114,"GILLETTE BLUE 2 PLUS TWIN BLADE (5PC IN POUCH)  24",,42.99,-10,-429.9,SUPERMARKET,"HOME AND PERSONAL CARE","MENS GROOMING"
X951,"CERES APPLE FRUIT JUICE 1L 12",,39.49,-15,-592.35,SUPERMARKET,BEVERAGES,JUICE
X955,"CERES MANGO FRUIT JUICE 1L 12",,39.49,-10,-394.9,SUPERMARKET,BEVERAGES,JUICE
N367,"PURE HEAVEN SPK WINE MANGO & WHITE GRAPE 750ML 12",,51.49,-13,-669.37,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
N758,"MEDISOFT REPELLENT LEMON GREEN LOTION 100ML 72",,14.49,-25,-362.25,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
N789,"JOHNNIE WALKER BLACK LABEL WHISKY 1L  12",,699.99,-5,-3499.95,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
N921,"PURE HEAVEN SPK WINE PEACH & WHITE GRAPE 750ML  12",,51.49,-36,-1853.64,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
S597,"PEAK FULL CREAM UHT MILK 1L 12",,37.49,-9,-337.41,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
CL155,"BUCKET WITH LID 20LTR 35CMX36CM",,44.9,-2,-89.8,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL337,"DRUM WITH LID AND TAP 70LTR 50CMX63CM",,149,-1,-149,"HOUSEWARE & KITCHENWARE","HOUSE HOLD PRODUCTS","STORAGE DRUMS"
CL362,"BUCKET WITH LID AND TAP 25LTR 38CMX39CM",,69,-8,-552,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL431,"BUCKET WITH LID AND TAP 20LTR 35CMX36CM",,49.9,-8,-399.2,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL503,"CENTURY CL503 CASSEROLE 2500 ML 6",,35.9,-1,-35.9,"HOUSEWARE & KITCHENWARE","CENTURY PRODUCTS",CASSEROLE
CL587,"QUEEN OF CASSROLE 850ML 21CMX17CMX11CM",,16.9,-5,-84.5,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL588,"QUEEN OF CASSROLE 1350ML 24CMX19CMX12CM",,24.9,-9,-224.1,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
98705,"FA  ROLL ON SPORT CITRUS GREEN SCENT 50ML  24",,23.99,-66,-1583.34,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
CL625,"PET JAR SQUARE 1500ML 11CMX11CMX16CM",,4.9,-2,-9.8,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL627,"QUEEN OF CASSEROLE 2PCS SET PLASTIC 1800ML2500ML",,59,-4,-236,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL673,"JUMBO BOX WFLIP LID TRANSPARENT 18LTR 43X29X21CM",,59,-4,-236,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
98736,"SIBLOU WHITE TUNA IN WATER 170G 48",,41.99,-43,-1805.57,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
CL685,"ROYAL CASSEROLE PLASTIC 1000ML 22CMX19CMX12CM",,19.9,-3,-59.7,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL693,"TIARA BOWL WLID 2800ML 25CMX22CMX10CM",,18.9,-18,-340.2,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL696,"TIARA BOWL WLID 1700ML 21CMX19CMX9CM",,12.9,-7,-90.3,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL699,"BOWL FUFU 2000ML 23CMX22CMX9CM",,5.9,-16,-94.4,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL713,"SPICE CONTAINER 400ML 12.6CMX12.6CMX5.5CM",,4.5,-1,-4.5,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL724,"SWING BIN 40LTR 38CMX38CMX68CM",,99,1,99,"HOUSEWARE & KITCHENWARE","HOME HYGIENE",DUSTBINS
95404,"FANTA ORANGE PET 300ML 12",,6.49,-12,-77.88,SUPERMARKET,BEVERAGES,DRINKS
95417,"CHRISTMAS LED LIGHT IN MULTICOLOR 9.5M 100PCS",,49.9,-1,-49.9,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
97248,"SAIRO SHOWER GEL INTENSE 600ML  12",,26.99,-3,-80.97,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
CL742,"OHEMA CASSEROLE 1000ML 23CMX18CMX14CM",,18.9,-13,-245.7,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL763,"CRISPER CONTAINER 4PCS SET 2000 3750 6000 9000ML",,69,-3,-207,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
95522,"CHRISTMAS DECORATION 4CM 20PCS 19H8-51",,24.9,-19,-473.1,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
97315,"PAINTING BOOK 4 TITLES EB693",,4.9,-28,-137.2,STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
95644,"JOVEN CAPEL SPARKLING WHITE WINE 750ML 6",,128.99,-3,-386.97,SUPERMARKET,"BEVERAGES ALCOHOLIC","SPARKLING WINES"
97651,"SUNLIGHT GREEN DISH WASH BTL 400ML  24",,27.99,-25,-699.75,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
97663,"MJ-S MAYONNAISE ORIGINAL  473ML  12",,38.99,-13,-506.87,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
97665,"MJ-S MAYONNAISE ORIGINAL 946ML (32OZ)  12",,61.99,-12,-743.88,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
99290,"WHISKY CHIVAS REGAL 12 YEARS 750ML 12",,849.99,-12,-10199.88,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
99393,"DOOR HANGER 5720182339 YWU",,4.9,-54,-264.6,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
99400,"TOILET BRUSH 2PCS SET 5720182357 YWU",,4.9,-26,-127.4,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
94080,"DZIRE GAS STOVE 2B GLASS TGGP2B-G26",,465,-1,-465,"GAS COOKER & ACCESSORIES","GAS COOKER","TABLE TOP GAS STOVE"
99614,"STYLE UP ROLL ON ORIGINAL 50ML  48",,9.99,-25,-249.75,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
96111,"NIVEA LIP BALM HUDRO CARE  4.8G  12",,37.99,-15,-569.85,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
94236,"MADAR DETERGENT BAR BLUE 195G  36",,8.29,-33,-273.57,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
96188,"PARIDOX ALATA SAMINA GEL SKIN TONER 500ML 20",,44.99,-11,-494.89,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
99923,"WINDOW SHADE YE3 200X200 BROWN",,599,-3,-1797,"HOME DECOR & TEXTILES",BLINDS,"2.0 mtrs"
96431,"NIDO ESSENTIA NUTRIPAK 14G 10PCS X 26",,24.99,-23,-574.77,SUPERMARKET,"FOOD CUPBOARD","DRINKING POWDER"
A794,"VOLTIC MINERAL WATER 750ML 12",,2.89,-50,-144.5,SUPERMARKET,BEVERAGES,"MINERAL WATER"
A803,"MANDINGO BITTERS 700ML 12",,59.49,-5,-297.45,SUPERMARKET,"BEVERAGES ALCOHOLIC",BITTERS
A901,"CONDOR PEAK BLANC WINE 750ML 12",,79.99,-25,-1999.75,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
A913,"JOHNNIE WALKER RED LABEL WHISKY  1L 12",,399.99,-5,-1999.95,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
A974,"KASAPREKO DRY GIN 750ML 12",,45.99,-12,-551.88,SUPERMARKET,"BEVERAGES ALCOHOLIC","GIN ."
98474,"AMALFI  HAND SOAP  ICE CREAM  500ML  12",,25.99,-12,-311.88,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
98478,"AMALFI HAND SOAP PEACH  500ML 12",,25.99,-6,-155.94,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
01853,"BINE MULITI PURPOSE LIQUID SOAP 250ML  24",,4.99,-5,-24.95,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
03471,"COKE ZERO PET 1L  4",,15.99,-5,-79.95,SUPERMARKET,BEVERAGES,DRINKS
03561,"UMBRELLA 68CM",,45.9,-5,-229.5,"HOME DECOR & TEXTILES","HOME DECOR",XMAS
06975,"MAGGI SHRIMP TAB  (60*10G) 24",,41.99,-12,-503.88,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
07023,"YAZZ SANITARY PAD  EXTRA LONG MINTY 24",,17.99,-9,-161.91,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
08763,"COUNTRE MILK BANANA 500ML 18",,35.99,-6,-215.94,SUPERMARKET,BEVERAGES,DRINKS
100245,"BEDSHEET SET KINGSIZE 125GSM 3P KBS-77",,179,-19,-3401,"HOME DECOR & TEXTILES","BED SHEET","KING SIZE BEDSHEET"
100984,"CURTAIN POLYESTER 52X84"" W/HANGER DR-TH157-2",,159,-11,-1749,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
101079,"TOPCO MULTIPURPOSE SOAP 300G   36",,7.49,-26,-194.74,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
101110,"ZOMBA BLUE COCKTAIL 0% ALC 750ML 6",,42.49,-6,-254.94,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
100798,"ZOMBA RED COCKTAIL 0% ALC 750ML 6",,42.49,-5,-212.45,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
101444,"WHITE BLUE PREMIUM WHISKY WITH CANISTER 750ML 12",,96.99,-5,-484.95,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
101954,"BASKET LAUNDRY W/MAT DESIGN PLAST JULIET 1421WL-PB",,149,-1,-149,"HOUSEWARE & KITCHENWARE",LAUNDARY,"LAUNDRY BASKET/ITEMS"
102613,"CERES SEASON-S TREASURES JUICE 1L 12",,39.49,-9,-355.41,SUPERMARKET,BEVERAGES,JUICE
102512,"MOMEASY WIDENECK SILICON NIPPLES 2PCS FLOW-S 45403",,29,-5,-145,"TOYS AND ENTERTAINMENT",INFANTS,FEEDING
102967,"BELAIR AIR FRESHENER TEXTILE 150ML  36",,11.99,-24,-287.76,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
102979,"BABYMED LOTION 200ML  60",,16.49,-27,-445.23,SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
102996,"LEA COMPLEXION CARE SOAP MIMOSA 150G  48",,10.89,-4,-43.56,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
103052,"DAY BY DAY SHOWER GEL ROSE 750ML  12",,31.99,-4,-127.96,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
103112,"KLEANZ BODY WASH STRAWBERRY 750ML  20",,31.49,-25,-787.25,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
103966,"SPOON 2PCS W1FORK SET BABY SS SC138",,6.9,-1,-6.9,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS","SPOONS FORKS KNIFE AND CUTLERY SET"
104331,"COOKWARE SET 5PCS PALU CROWNSTAR RJK MC6426",,549,-1,-549,"HOUSEWARE & KITCHENWARE",COOKWARE,"COOKWARE SET"
104370,"DESTELLO FLOOR CLEANER EXOTIC 1500ML  12",,29.99,-6,-179.94,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
103775,"SAIRO SAVON LIQUID  HAND WASH MARINE 500ML 12",,29.99,-7,-209.93,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
103822,"HYSON DIETATHIN TEA 15S 22.5G 24",,43.99,-18,-791.82,SUPERMARKET,BEVERAGES,TEA
104836,"MCVITIES ALL BUTTER SHORTBREAD 40GM  48",,11.99,-49,-587.51,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
104955,"DESTELLO  MULTIPURPOSE CLEANER SPRAY 1L  12",,36.99,-17,-628.83,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
105476,"KENWOOD BLENDER W/MILL 1.5L 500W BLP15.150BK/WH",,855,-6,-5130,"ELECTRICAL APPLIANCES","FOOD PROCESSOR/BLENDER",BLENDERS
106700,"NASCO POPCORN MAKER 1200W PC1005A-CB",,169,-1,-169,"ELECTRICAL APPLIANCES","COMMERCIAL APPLIANCES","POPCORN MAKER"
106354,"AMEN COMMUNION WIINE 1L 6",,48.99,-6,-293.94,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
106810,"SHINE GARBAGE BAGS 20L  ( 30)   12",,25.49,-10,-254.9,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
106892,"PARLE GINGER SNAP COOKIES 52G  48",,2.29,-47,-107.63,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
107819,"DANO COOL COW FILLED MILK POWDER 12G (10X 26)",,18.49,-12,-221.88,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
117242,"DOMS REFILO PERMANENT MARKER PEN 12PCS BLACK 7414",,79,-2,-158,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
117262,"DOMS COLOURED ERASERS 20PCS 7246",,6.9,-12,-82.8,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
115952,"SANITA CLUB 2KITCHEN TOWELS  10",,24.99,-1,-24.99,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
116095,"BATHROOM SCALE CHN PP1600V0",,249,-3,-747,"HOUSEWARE & KITCHENWARE","WEIGHING SCALE","BATHROOM SCALE"
116098,"BATHROOM SCALE WBATTERIES CHN PP1400V0",,129,-3,-387,"HOUSEWARE & KITCHENWARE","WEIGHING SCALE","BATHROOM SCALE"
117610,"PLUNGER PLASTIC UR-3016",,16.9,-18,-304.2,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
116479,"NANA MILK PLAIN YOGHURT 1KG  1",,39.99,-3,-119.97,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
116539,"FROSTY BITE VANILLA &STRAWBERRY ICE CREAM 1800ML 1",,72.99,-4,-291.96,SUPERMARKET,"FROZEN FOOD",ICE-CREAM
117082,"BLING DISHWASH GEL MAGIC LEMON 750ML  12",,14.99,-13,-194.87,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
112467,"LUNCH BOX PLASTIC RECT SLIM SMALL 437X3ML L3705X3M",,29.9,-8,-239.2,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","LUNCH BOXES TIFFINS AND FOOD FLASK"
112542,"SLOTTED LADLE B SSNYLON LX165595B YWU",,9.9,-19,-188.1,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY","COOKING TOOL LADLES AND SERVERS"
110745,"SANITA CLUB TRASH BAGS 5GALLONSX30    24",,30.49,-8,-243.92,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
113150,"COLGATE TOOTHBRUSH ZIGZAG CHARCOAL( 6X12)  72",,20.99,-1,-20.99,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
114716,"ENGLISH DICTIONARY MINI 619PAGES EB-847",,32.99,-14,-461.86,STATIONERY,"CHILDREN BOOKS AND GEN REF","BOOKS AND LEARNINGS"
109780,"JUICE SQUEEZER 600ML PLASTIC M-220",,24.9,-8,-199.2,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","PRESS AND SQUEEZERS"
108227,"PARIDOX ALCOHOL WIPES 100SHEETS",,46.99,-16,-751.84,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
108229,"GREEN WORLD  EXTRA KILLER INSECTICIDE 400ML  24",,40.99,-5,-204.95,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
108468,"FIZZY COLA DRINK 350ML 20",,3.19,-32,-102.08,SUPERMARKET,BEVERAGES,DRINKS
113956,"BEL-GINGERALE CAN DRINK 330ML 24",,8.49,-10,-84.9,SUPERMARKET,BEVERAGES,DRINKS
113958,"BEL-MALT ORIGINAL CAN DRINK 330ML 24",,9.99,-18,-179.82,SUPERMARKET,BEVERAGES,DRINKS
124108,"WINDOW CLEANING CLOTH MICROFIBER 1909450",,14.9,-10,-149,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","CLEANING CLOTHES"
124120,"CLEANING CLOTH 9PCS SET 2107968",,26.9,-8,-215.2,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","CLEANING CLOTHES"
12419,"LACTASOY CHOCOLATE SOYA MILK 500ML 12",,24.99,-8,-199.92,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
125263,"ROMAR FABRIC SOFTENER CONC. ARGAN 2L  6",,81.99,4,327.96,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
122284,"TOOTHPICK W/SOLID CASE",,4.9,-32,-156.8,"HOUSEWARE & KITCHENWARE","HOUSE HOLD PRODUCTS","HOUSE HOLD"
119283,"DOMS PENCIL SET 12PCS A1 HEXAGONAL 3414",,21.9,2,43.8,STATIONERY,"GENERAL STATIONERY","   WRITING SUPPLIES"
120619,"COMFORTER DOUBLE MICROPEACH 4PC 03C00360D",,399,-1,-399,"HOME DECOR & TEXTILES","BLANKETS QUILTS COMFORTERS AND BEDCOVERS",COMFORTERS
120166,"EVEREADY LED PLASTIC TORCH LIGHT C2D",,35,-3,-105,"ELECTRICAL APPLIANCES",LIGHTING/LAMPS,"TORCH/ LANTERN"
120385,"BELPAK TABLE NAPKIN 1X15 PKTS)  15",,7.29,-18,-131.22,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
130133,"AWAKE MELCOM WATER 330ML  15",,1.79,-120,-214.8,SUPERMARKET,BEVERAGES,"MINERAL WATER"
129587,"FARAGELLO GOLD APPLE NECTAR TETRAPACK 250ML  27",,7.99,-13,-103.87,SUPERMARKET,BEVERAGES,JUICE
129608,"OPENER BOURBON DESIGN YWU",,9.9,-24,-237.6,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
131321,"STORM ENERGY DRINK 350ML 12",,6.79,-1,-6.79,SUPERMARKET,BEVERAGES,DRINKS
132350,"PRAN ALOE VERA DRINK ORIGINAL 500ML 24",,14.99,-23,-344.77,SUPERMARKET,BEVERAGES,JUICE
131467,"OBA EVAPORATED MILK 160G 48",,8.29,-3,-24.87,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
132705,"DZIRE HOT PLATE SINGLE 1000W HPSS1000-6122A",,129,-3,-387,"ELECTRICAL APPLIANCES","HOTPLATE  BBQ  GRILL","HOT PLATE"
